business_id,scenario_id,description,impact_revenue,impact_profit,notes
UAE_355,SCEN_UAE_355_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_355,SCEN_UAE_355_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_356,SCEN_UAE_356_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_356,SCEN_UAE_356_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_357,SCEN_UAE_357_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_357,SCEN_UAE_357_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_358,SCEN_UAE_358_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_358,SCEN_UAE_358_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_359,SCEN_UAE_359_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_359,SCEN_UAE_359_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_360,SCEN_UAE_360_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_360,SCEN_UAE_360_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_361,SCEN_UAE_361_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_361,SCEN_UAE_361_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_362,SCEN_UAE_362_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_362,SCEN_UAE_362_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_363,SCEN_UAE_363_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_363,SCEN_UAE_363_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_364,SCEN_UAE_364_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_364,SCEN_UAE_364_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_365,SCEN_UAE_365_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_365,SCEN_UAE_365_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_366,SCEN_UAE_366_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_366,SCEN_UAE_366_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_367,SCEN_UAE_367_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_367,SCEN_UAE_367_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_368,SCEN_UAE_368_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_368,SCEN_UAE_368_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_369,SCEN_UAE_369_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_369,SCEN_UAE_369_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_370,SCEN_UAE_370_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_370,SCEN_UAE_370_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_371,SCEN_UAE_371_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_371,SCEN_UAE_371_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_372,SCEN_UAE_372_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_372,SCEN_UAE_372_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_373,SCEN_UAE_373_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_373,SCEN_UAE_373_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_374,SCEN_UAE_374_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_374,SCEN_UAE_374_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_375,SCEN_UAE_375_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_375,SCEN_UAE_375_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_376,SCEN_UAE_376_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_376,SCEN_UAE_376_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_377,SCEN_UAE_377_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_377,SCEN_UAE_377_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_378,SCEN_UAE_378_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_378,SCEN_UAE_378_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_379,SCEN_UAE_379_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_379,SCEN_UAE_379_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_380,SCEN_UAE_380_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_380,SCEN_UAE_380_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_381,SCEN_UAE_381_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_381,SCEN_UAE_381_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_382,SCEN_UAE_382_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_382,SCEN_UAE_382_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_383,SCEN_UAE_383_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_383,SCEN_UAE_383_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_384,SCEN_UAE_384_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_384,SCEN_UAE_384_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_385,SCEN_UAE_385_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_385,SCEN_UAE_385_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_386,SCEN_UAE_386_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_386,SCEN_UAE_386_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_387,SCEN_UAE_387_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_387,SCEN_UAE_387_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_388,SCEN_UAE_388_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_388,SCEN_UAE_388_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_389,SCEN_UAE_389_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_389,SCEN_UAE_389_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_390,SCEN_UAE_390_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_390,SCEN_UAE_390_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_391,SCEN_UAE_391_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_391,SCEN_UAE_391_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_392,SCEN_UAE_392_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_392,SCEN_UAE_392_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_393,SCEN_UAE_393_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_393,SCEN_UAE_393_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_394,SCEN_UAE_394_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_394,SCEN_UAE_394_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_395,SCEN_UAE_395_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_395,SCEN_UAE_395_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_396,SCEN_UAE_396_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_396,SCEN_UAE_396_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_397,SCEN_UAE_397_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_397,SCEN_UAE_397_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_398,SCEN_UAE_398_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_398,SCEN_UAE_398_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_399,SCEN_UAE_399_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_399,SCEN_UAE_399_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_400,SCEN_UAE_400_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_400,SCEN_UAE_400_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_401,SCEN_UAE_401_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_401,SCEN_UAE_401_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_402,SCEN_UAE_402_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_402,SCEN_UAE_402_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_403,SCEN_UAE_403_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_403,SCEN_UAE_403_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_404,SCEN_UAE_404_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_404,SCEN_UAE_404_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_405,SCEN_UAE_405_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_405,SCEN_UAE_405_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_406,SCEN_UAE_406_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_406,SCEN_UAE_406_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_407,SCEN_UAE_407_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_407,SCEN_UAE_407_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_408,SCEN_UAE_408_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_408,SCEN_UAE_408_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_409,SCEN_UAE_409_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_409,SCEN_UAE_409_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_410,SCEN_UAE_410_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_410,SCEN_UAE_410_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_411,SCEN_UAE_411_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_411,SCEN_UAE_411_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_412,SCEN_UAE_412_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_412,SCEN_UAE_412_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_413,SCEN_UAE_413_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_413,SCEN_UAE_413_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_414,SCEN_UAE_414_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_414,SCEN_UAE_414_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_415,SCEN_UAE_415_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_415,SCEN_UAE_415_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_416,SCEN_UAE_416_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_416,SCEN_UAE_416_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_417,SCEN_UAE_417_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_417,SCEN_UAE_417_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_418,SCEN_UAE_418_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_418,SCEN_UAE_418_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_419,SCEN_UAE_419_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_419,SCEN_UAE_419_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_420,SCEN_UAE_420_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_420,SCEN_UAE_420_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_421,SCEN_UAE_421_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_421,SCEN_UAE_421_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_422,SCEN_UAE_422_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_422,SCEN_UAE_422_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_423,SCEN_UAE_423_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_423,SCEN_UAE_423_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_424,SCEN_UAE_424_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_424,SCEN_UAE_424_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_425,SCEN_UAE_425_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_425,SCEN_UAE_425_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_426,SCEN_UAE_426_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_426,SCEN_UAE_426_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_427,SCEN_UAE_427_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_427,SCEN_UAE_427_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_428,SCEN_UAE_428_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_428,SCEN_UAE_428_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_429,SCEN_UAE_429_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_429,SCEN_UAE_429_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_430,SCEN_UAE_430_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_430,SCEN_UAE_430_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_431,SCEN_UAE_431_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_431,SCEN_UAE_431_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_432,SCEN_UAE_432_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_432,SCEN_UAE_432_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_433,SCEN_UAE_433_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_433,SCEN_UAE_433_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_434,SCEN_UAE_434_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_434,SCEN_UAE_434_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_435,SCEN_UAE_435_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_435,SCEN_UAE_435_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_436,SCEN_UAE_436_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_436,SCEN_UAE_436_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_437,SCEN_UAE_437_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_437,SCEN_UAE_437_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_438,SCEN_UAE_438_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_438,SCEN_UAE_438_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_439,SCEN_UAE_439_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_439,SCEN_UAE_439_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_440,SCEN_UAE_440_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_440,SCEN_UAE_440_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_441,SCEN_UAE_441_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_441,SCEN_UAE_441_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_442,SCEN_UAE_442_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_442,SCEN_UAE_442_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_443,SCEN_UAE_443_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_443,SCEN_UAE_443_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_444,SCEN_UAE_444_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_444,SCEN_UAE_444_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_445,SCEN_UAE_445_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_445,SCEN_UAE_445_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_446,SCEN_UAE_446_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_446,SCEN_UAE_446_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_447,SCEN_UAE_447_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_447,SCEN_UAE_447_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_448,SCEN_UAE_448_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_448,SCEN_UAE_448_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_449,SCEN_UAE_449_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_449,SCEN_UAE_449_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_450,SCEN_UAE_450_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_450,SCEN_UAE_450_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_451,SCEN_UAE_451_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_451,SCEN_UAE_451_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_452,SCEN_UAE_452_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_452,SCEN_UAE_452_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_453,SCEN_UAE_453_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_453,SCEN_UAE_453_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_454,SCEN_UAE_454_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_454,SCEN_UAE_454_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_455,SCEN_UAE_455_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_455,SCEN_UAE_455_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_456,SCEN_UAE_456_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_456,SCEN_UAE_456_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_457,SCEN_UAE_457_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_457,SCEN_UAE_457_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_458,SCEN_UAE_458_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_458,SCEN_UAE_458_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_459,SCEN_UAE_459_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_459,SCEN_UAE_459_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_460,SCEN_UAE_460_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_460,SCEN_UAE_460_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_461,SCEN_UAE_461_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_461,SCEN_UAE_461_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_462,SCEN_UAE_462_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_462,SCEN_UAE_462_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_463,SCEN_UAE_463_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_463,SCEN_UAE_463_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_464,SCEN_UAE_464_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_464,SCEN_UAE_464_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_465,SCEN_UAE_465_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_465,SCEN_UAE_465_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_466,SCEN_UAE_466_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_466,SCEN_UAE_466_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_467,SCEN_UAE_467_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_467,SCEN_UAE_467_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_468,SCEN_UAE_468_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_468,SCEN_UAE_468_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_469,SCEN_UAE_469_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_469,SCEN_UAE_469_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_470,SCEN_UAE_470_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_470,SCEN_UAE_470_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_471,SCEN_UAE_471_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_471,SCEN_UAE_471_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_472,SCEN_UAE_472_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_472,SCEN_UAE_472_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
